service,src_bytes,count,srv_count,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_srv_diff_host_rate,dst_host_srv_rerror_rate
eco_i,2432,199,199,0.005025125628140704,152,152,0.006578947368421052,0
eco_i,2432,199,199,0.005025125628140704,152,152,0.006578947368421052,0
eco_i,2448,200,200,0.005,153,153,0.006535947712418301,0
eco_i,2448,200,200,0.005,153,153,0.006535947712418301,0
eco_i,2464,201,201,0.004975124378109453,154,154,0.006493506493506494,0
eco_i,2464,201,201,0.004975124378109453,154,154,0.006493506493506494,0
eco_i,2480,202,202,0.0049504950495049506,155,155,0.0064516129032258064,0
eco_i,2480,202,202,0.0049504950495049506,155,155,0.0064516129032258064,0
eco_i,2496,203,203,0.0049261083743842365,156,156,0.00641025641025641,0
eco_i,2496,203,203,0.0049261083743842365,156,156,0.00641025641025641,0
eco_i,2512,204,204,0.004901960784313725,157,157,0.006369426751592357,0
eco_i,2512,204,204,0.004901960784313725,157,157,0.006369426751592357,0
eco_i,2528,205,205,0.004878048780487805,158,158,0.006329113924050633,0
eco_i,2528,205,205,0.004878048780487805,158,158,0.006329113924050633,0
eco_i,2544,206,206,0.0048543689320388345,159,159,0.006289308176100629,0
eco_i,2544,206,206,0.0048543689320388345,159,159,0.006289308176100629,0
eco_i,2560,207,207,0.004830917874396135,160,160,0.00625,0
eco_i,2560,207,207,0.004830917874396135,160,160,0.00625,0
eco_i,2576,208,208,0.004807692307692308,161,161,0.006211180124223602,0
eco_i,2576,208,208,0.004807692307692308,161,161,0.006211180124223602,0
eco_i,2592,209,209,0.004784688995215311,162,162,0.006172839506172839,0
eco_i,2592,209,209,0.004784688995215311,162,162,0.006172839506172839,0
eco_i,2608,210,210,0.004761904761904762,163,163,0.006134969325153374,0
eco_i,2608,210,210,0.004761904761904762,163,163,0.006134969325153374,0
eco_i,224,211,211,0.004739336492890996,14,14,0.07142857142857142,0
eco_i,224,211,211,0.004739336492890996,14,14,0.07142857142857142,0
eco_i,240,212,212,0.0047169811320754715,15,15,0.06666666666666667,0
eco_i,240,212,212,0.0047169811320754715,15,15,0.06666666666666667,0
eco_i,256,213,213,0.004694835680751174,16,16,0.0625,0
eco_i,256,213,213,0.004694835680751174,16,16,0.0625,0
eco_i,96,214,214,0.004672897196261682,6,6,0.16666666666666666,0
eco_i,96,214,214,0.004672897196261682,6,6,0.16666666666666666,0
eco_i,112,215,215,0.004651162790697674,7,7,0.14285714285714285,0
eco_i,112,215,215,0.004651162790697674,7,7,0.14285714285714285,0
eco_i,128,216,216,0.004629629629629629,8,8,0.125,0
eco_i,128,216,216,0.004629629629629629,8,8,0.125,0
eco_i,144,217,217,0.004608294930875576,9,9,0.1111111111111111,0
eco_i,144,217,217,0.004608294930875576,9,9,0.1111111111111111,0
eco_i,160,218,218,0.0045871559633027525,10,10,0.1,0
eco_i,160,218,218,0.0045871559633027525,10,10,0.1,0
eco_i,176,219,219,0.0045662100456621,11,11,0.09090909090909091,0
eco_i,176,219,219,0.0045662100456621,11,11,0.09090909090909091,0
eco_i,192,220,220,0.004545454545454545,12,12,0.08333333333333333,0
eco_i,192,220,220,0.004545454545454545,12,12,0.08333333333333333,0
eco_i,208,221,221,0.004524886877828055,13,13,0.07692307692307693,0
eco_i,208,221,221,0.004524886877828055,13,13,0.07692307692307693,0
eco_i,224,222,222,0.0045045045045045045,14,14,0.07142857142857142,0
eco_i,224,222,222,0.0045045045045045045,14,14,0.07142857142857142,0
eco_i,240,223,223,0.004484304932735426,15,15,0.06666666666666667,0
eco_i,240,223,223,0.004484304932735426,15,15,0.06666666666666667,0
eco_i,256,224,224,0.004464285714285714,16,16,0.0625,0
eco_i,256,224,224,0.004464285714285714,16,16,0.0625,0
eco_i,272,225,225,0.0044444444444444444,17,17,0.058823529411764705,0
eco_i,272,225,225,0.0044444444444444444,17,17,0.058823529411764705,0
eco_i,480,226,226,0.004424778761061947,30,30,0.03333333333333333,0
eco_i,480,226,226,0.004424778761061947,30,30,0.03333333333333333,0
eco_i,496,227,227,0.004405286343612335,31,31,0.03225806451612903,0
eco_i,496,227,227,0.004405286343612335,31,31,0.03225806451612903,0
eco_i,512,228,228,0.0043859649122807015,32,32,0.03125,0
eco_i,512,228,228,0.0043859649122807015,32,32,0.03125,0
eco_i,528,229,229,0.004366812227074236,33,33,0.030303030303030304,0
eco_i,528,229,229,0.004366812227074236,33,33,0.030303030303030304,0
eco_i,544,230,230,0.004347826086956522,34,34,0.029411764705882353,0
eco_i,544,230,230,0.004347826086956522,34,34,0.029411764705882353,0
eco_i,560,231,231,0.004329004329004329,35,35,0.02857142857142857,0
eco_i,560,231,231,0.004329004329004329,35,35,0.02857142857142857,0
eco_i,576,232,232,0.004310344827586207,36,36,0.027777777777777776,0
eco_i,576,232,232,0.004310344827586207,36,36,0.027777777777777776,0
eco_i,288,233,233,0.004291845493562232,18,18,0.05555555555555555,0
eco_i,288,233,233,0.004291845493562232,18,18,0.05555555555555555,0
eco_i,304,234,234,0.004273504273504274,19,19,0.05263157894736842,0
eco_i,304,234,234,0.004273504273504274,19,19,0.05263157894736842,0
eco_i,320,235,235,0.00425531914893617,20,20,0.05,0
eco_i,320,235,235,0.00425531914893617,20,20,0.05,0
eco_i,336,236,236,0.00423728813559322,21,21,0.047619047619047616,0
eco_i,336,236,236,0.00423728813559322,21,21,0.047619047619047616,0
eco_i,352,237,237,0.004219409282700422,22,22,0.045454545454545456,0
eco_i,352,237,237,0.004219409282700422,22,22,0.045454545454545456,0
eco_i,368,238,238,0.004201680672268907,23,23,0.043478260869565216,0
eco_i,368,238,238,0.004201680672268907,23,23,0.043478260869565216,0
eco_i,384,239,239,0.0041841004184100415,24,24,0.041666666666666664,0
eco_i,384,239,239,0.0041841004184100415,24,24,0.041666666666666664,0
eco_i,400,240,240,0.004166666666666667,25,25,0.04,0
eco_i,400,240,240,0.004166666666666667,25,25,0.04,0
eco_i,416,241,241,0.004149377593360996,26,26,0.038461538461538464,0
eco_i,416,241,241,0.004149377593360996,26,26,0.038461538461538464,0
eco_i,432,242,242,0.004132231404958678,27,27,0.037037037037037035,0
eco_i,432,242,242,0.004132231404958678,27,27,0.037037037037037035,0
eco_i,448,243,243,0.00411522633744856,28,28,0.03571428571428571,0
eco_i,448,243,243,0.00411522633744856,28,28,0.03571428571428571,0
eco_i,464,244,244,0.004098360655737705,29,29,0.034482758620689655,0
eco_i,464,244,244,0.004098360655737705,29,29,0.034482758620689655,0
eco_i,480,245,245,0.004081632653061225,30,30,0.03333333333333333,0
eco_i,480,245,245,0.004081632653061225,30,30,0.03333333333333333,0
eco_i,496,246,246,0.0040650406504065045,31,31,0.03225806451612903,0
eco_i,496,246,246,0.0040650406504065045,31,31,0.03225806451612903,0
eco_i,512,247,247,0.004048582995951417,32,32,0.03125,0
eco_i,512,247,247,0.004048582995951417,32,32,0.03125,0
eco_i,528,248,248,0.004032258064516129,33,33,0.030303030303030304,0
eco_i,528,248,248,0.004032258064516129,33,33,0.030303030303030304,0
eco_i,544,249,249,0.004016064257028112,34,34,0.029411764705882353,0
eco_i,544,249,249,0.004016064257028112,34,34,0.029411764705882353,0
eco_i,560,250,250,0.004,35,35,0.02857142857142857,0
eco_i,560,250,250,0.004,35,35,0.02857142857142857,0
eco_i,576,251,251,0.00398406374501992,36,36,0.027777777777777776,0
eco_i,576,251,251,0.00398406374501992,36,36,0.027777777777777776,0
eco_i,592,252,252,0.003968253968253968,37,37,0.02702702702702703,0
eco_i,592,252,252,0.003968253968253968,37,37,0.02702702702702703,0
eco_i,608,253,253,0.003952569169960474,38,38,0.02631578947368421,0
eco_i,608,253,253,0.003952569169960474,38,38,0.02631578947368421,0
eco_i,624,254,254,0.003937007874015748,39,39,0.02564102564102564,0
eco_i,624,254,254,0.003937007874015748,39,39,0.02564102564102564,0
eco_i,640,255,255,0.00392156862745098,40,40,0.025,0
eco_i,640,255,255,0.00392156862745098,40,40,0.025,0
eco_i,656,256,256,0.00390625,41,41,0.024390243902439025,0
eco_i,656,256,256,0.00390625,41,41,0.024390243902439025,0
eco_i,672,257,257,0.0038910505836575876,42,42,0.023809523809523808,0
eco_i,672,257,257,0.0038910505836575876,42,42,0.023809523809523808,0
eco_i,688,258,258,0.003875968992248062,43,43,0.023255813953488372,0
eco_i,688,258,258,0.003875968992248062,43,43,0.023255813953488372,0
eco_i,704,259,259,0.003861003861003861,44,44,0.022727272727272728,0
eco_i,704,259,259,0.003861003861003861,44,44,0.022727272727272728,0
eco_i,720,260,260,0.0038461538461538464,45,45,0.022222222222222223,0
eco_i,720,260,260,0.0038461538461538464,45,45,0.022222222222222223,0
eco_i,736,261,261,0.0038314176245210726,46,46,0.021739130434782608,0
eco_i,736,261,261,0.0038314176245210726,46,46,0.021739130434782608,0
eco_i,752,262,262,0.003816793893129771,47,47,0.02127659574468085,0
eco_i,752,262,262,0.003816793893129771,47,47,0.02127659574468085,0
eco_i,768,263,263,0.0038022813688212928,48,48,0.020833333333333332,0
eco_i,768,263,263,0.0038022813688212928,48,48,0.020833333333333332,0
eco_i,784,264,264,0.003787878787878788,49,49,0.02040816326530612,0
eco_i,784,264,264,0.003787878787878788,49,49,0.02040816326530612,0
eco_i,800,265,265,0.0037735849056603774,50,50,0.02,0
eco_i,800,265,265,0.0037735849056603774,50,50,0.02,0
eco_i,816,266,266,0.0037593984962406013,51,51,0.0196078431372549,0
eco_i,816,266,266,0.0037593984962406013,51,51,0.0196078431372549,0
eco_i,832,267,267,0.003745318352059925,52,52,0.019230769230769232,0
eco_i,832,267,267,0.003745318352059925,52,52,0.019230769230769232,0
eco_i,592,268,268,0.0037313432835820895,37,37,0.02702702702702703,0
eco_i,592,268,268,0.0037313432835820895,37,37,0.02702702702702703,0
eco_i,848,269,269,0.0037174721189591076,53,53,0.018867924528301886,0
eco_i,848,269,269,0.0037174721189591076,53,53,0.018867924528301886,0
eco_i,864,270,270,0.003703703703703704,54,54,0.018518518518518517,0
eco_i,864,270,270,0.003703703703703704,54,54,0.018518518518518517,0
eco_i,880,271,271,0.0036900369003690036,55,55,0.01818181818181818,0
eco_i,880,271,271,0.0036900369003690036,55,55,0.01818181818181818,0
eco_i,896,272,272,0.003676470588235294,56,56,0.017857142857142856,0
eco_i,896,272,272,0.003676470588235294,56,56,0.017857142857142856,0
eco_i,912,273,273,0.003663003663003663,57,57,0.017543859649122806,0
eco_i,912,273,273,0.003663003663003663,57,57,0.017543859649122806,0
eco_i,928,274,274,0.0036496350364963502,58,58,0.017241379310344827,0
eco_i,928,274,274,0.0036496350364963502,58,58,0.017241379310344827,0
eco_i,944,275,275,0.0036363636363636364,59,59,0.01694915254237288,0
eco_i,944,275,275,0.0036363636363636364,59,59,0.01694915254237288,0
eco_i,960,276,276,0.0036231884057971015,60,60,0.016666666666666666,0
eco_i,960,276,276,0.0036231884057971015,60,60,0.016666666666666666,0
eco_i,608,277,277,0.0036101083032490976,38,38,0.02631578947368421,0
eco_i,608,277,277,0.0036101083032490976,38,38,0.02631578947368421,0
eco_i,624,278,278,0.0035971223021582736,39,39,0.02564102564102564,0
eco_i,624,278,278,0.0035971223021582736,39,39,0.02564102564102564,0
eco_i,272,279,279,0.0035842293906810036,17,17,0.058823529411764705,0
eco_i,272,279,279,0.0035842293906810036,17,17,0.058823529411764705,0
eco_i,288,280,280,0.0035714285714285713,18,18,0.05555555555555555,0
eco_i,288,280,280,0.0035714285714285713,18,18,0.05555555555555555,0
eco_i,304,281,281,0.0035587188612099642,19,19,0.05263157894736842,0
eco_i,304,281,281,0.0035587188612099642,19,19,0.05263157894736842,0
eco_i,320,282,282,0.0035460992907801418,20,20,0.05,0
eco_i,320,282,282,0.0035460992907801418,20,20,0.05,0
eco_i,336,283,283,0.0035335689045936395,21,21,0.047619047619047616,0
eco_i,336,283,283,0.0035335689045936395,21,21,0.047619047619047616,0
eco_i,352,284,284,0.0035211267605633804,22,22,0.045454545454545456,0
eco_i,352,284,284,0.0035211267605633804,22,22,0.045454545454545456,0
eco_i,368,285,285,0.0035087719298245615,23,23,0.043478260869565216,0
eco_i,368,285,285,0.0035087719298245615,23,23,0.043478260869565216,0
eco_i,384,286,286,0.0034965034965034965,24,24,0.041666666666666664,0
eco_i,384,286,286,0.0034965034965034965,24,24,0.041666666666666664,0
eco_i,400,287,287,0.003484320557491289,25,25,0.04,0
eco_i,400,287,287,0.003484320557491289,25,25,0.04,0
eco_i,416,288,288,0.003472222222222222,26,26,0.038461538461538464,0
eco_i,416,288,288,0.003472222222222222,26,26,0.038461538461538464,0
eco_i,432,289,289,0.0034602076124567475,27,27,0.037037037037037035,0
eco_i,432,289,289,0.0034602076124567475,27,27,0.037037037037037035,0
eco_i,448,290,290,0.0034482758620689655,28,28,0.03571428571428571,0
eco_i,448,290,290,0.0034482758620689655,28,28,0.03571428571428571,0
eco_i,464,291,291,0.003436426116838488,29,29,0.034482758620689655,0
eco_i,464,291,291,0.003436426116838488,29,29,0.034482758620689655,0
eco_i,480,292,292,0.003424657534246575,30,30,0.03333333333333333,0
eco_i,480,292,292,0.003424657534246575,30,30,0.03333333333333333,0
eco_i,640,293,293,0.0034129692832764505,40,40,0.025,0
eco_i,640,293,293,0.0034129692832764505,40,40,0.025,0
eco_i,656,294,294,0.003401360544217687,41,41,0.024390243902439025,0
eco_i,656,294,294,0.003401360544217687,41,41,0.024390243902439025,0
eco_i,672,295,295,0.003389830508474576,42,42,0.023809523809523808,0
eco_i,672,295,295,0.003389830508474576,42,42,0.023809523809523808,0
eco_i,688,296,296,0.0033783783783783786,43,43,0.023255813953488372,0
eco_i,688,296,296,0.0033783783783783786,43,43,0.023255813953488372,0
eco_i,704,297,297,0.003367003367003367,44,44,0.022727272727272728,0
eco_i,704,297,297,0.003367003367003367,44,44,0.022727272727272728,0
eco_i,720,298,298,0.003355704697986577,45,45,0.022222222222222223,0
eco_i,720,298,298,0.003355704697986577,45,45,0.022222222222222223,0
eco_i,736,299,299,0.0033444816053511705,46,46,0.021739130434782608,0
eco_i,736,299,299,0.0033444816053511705,46,46,0.021739130434782608,0
eco_i,752,300,300,0.0033333333333333335,47,47,0.02127659574468085,0
eco_i,752,300,300,0.0033333333333333335,47,47,0.02127659574468085,0
eco_i,768,301,301,0.0033222591362126247,48,48,0.020833333333333332,0
eco_i,768,301,301,0.0033222591362126247,48,48,0.020833333333333332,0
eco_i,784,302,302,0.0033112582781456954,49,49,0.02040816326530612,0
eco_i,784,302,302,0.0033112582781456954,49,49,0.02040816326530612,0
eco_i,800,303,303,0.0033003300330033004,50,50,0.02,0
eco_i,800,303,303,0.0033003300330033004,50,50,0.02,0
eco_i,816,304,304,0.003289473684210526,51,51,0.0196078431372549,0
eco_i,816,304,304,0.003289473684210526,51,51,0.0196078431372549,0
eco_i,496,305,305,0.003278688524590164,31,31,0.03225806451612903,0
eco_i,496,305,305,0.003278688524590164,31,31,0.03225806451612903,0
eco_i,512,306,306,0.0032679738562091504,32,32,0.03125,0
eco_i,512,306,306,0.0032679738562091504,32,32,0.03125,0
eco_i,528,307,307,0.003257328990228013,33,33,0.030303030303030304,0
eco_i,528,307,307,0.003257328990228013,33,33,0.030303030303030304,0
eco_i,832,308,308,0.003246753246753247,52,52,0.019230769230769232,0
eco_i,832,308,308,0.003246753246753247,52,52,0.019230769230769232,0
eco_i,848,309,309,0.003236245954692557,53,53,0.018867924528301886,0
eco_i,848,309,309,0.003236245954692557,53,53,0.018867924528301886,0
eco_i,864,310,310,0.0032258064516129032,54,54,0.018518518518518517,0
eco_i,864,310,310,0.0032258064516129032,54,54,0.018518518518518517,0
eco_i,880,311,311,0.003215434083601286,55,55,0.01818181818181818,0
eco_i,880,311,311,0.003215434083601286,55,55,0.01818181818181818,0
eco_i,896,312,312,0.003205128205128205,56,56,0.017857142857142856,0
eco_i,896,312,312,0.003205128205128205,56,56,0.017857142857142856,0
eco_i,912,313,313,0.003194888178913738,57,57,0.017543859649122806,0
eco_i,912,313,313,0.003194888178913738,57,57,0.017543859649122806,0
eco_i,928,314,314,0.0031847133757961785,58,58,0.017241379310344827,0
eco_i,928,314,314,0.0031847133757961785,58,58,0.017241379310344827,0
eco_i,944,315,315,0.0031746031746031746,59,59,0.01694915254237288,0
eco_i,944,315,315,0.0031746031746031746,59,59,0.01694915254237288,0
eco_i,960,316,316,0.0031645569620253164,60,60,0.016666666666666666,0
eco_i,960,316,316,0.0031645569620253164,60,60,0.016666666666666666,0
eco_i,976,317,317,0.0031545741324921135,61,61,0.01639344262295082,0
eco_i,976,317,317,0.0031545741324921135,61,61,0.01639344262295082,0
eco_i,992,318,318,0.0031446540880503146,62,62,0.016129032258064516,0
eco_i,992,318,318,0.0031446540880503146,62,62,0.016129032258064516,0
eco_i,1008,319,319,0.003134796238244514,63,63,0.015873015873015872,0
eco_i,1008,319,319,0.003134796238244514,63,63,0.015873015873015872,0
eco_i,544,320,320,0.003125,34,34,0.029411764705882353,0
eco_i,544,320,320,0.003125,34,34,0.029411764705882353,0
eco_i,560,321,321,0.003115264797507788,35,35,0.02857142857142857,0
eco_i,560,321,321,0.003115264797507788,35,35,0.02857142857142857,0
eco_i,576,322,322,0.003105590062111801,36,36,0.027777777777777776,0
eco_i,576,322,322,0.003105590062111801,36,36,0.027777777777777776,0
eco_i,1024,323,323,0.0030959752321981426,64,64,0.015625,0
eco_i,1024,323,323,0.0030959752321981426,64,64,0.015625,0
eco_i,1040,324,324,0.0030864197530864196,65,65,0.015384615384615385,0
eco_i,1040,324,324,0.0030864197530864196,65,65,0.015384615384615385,0
eco_i,1056,325,325,0.003076923076923077,66,66,0.015151515151515152,0
eco_i,1056,325,325,0.003076923076923077,66,66,0.015151515151515152,0
eco_i,1072,326,326,0.003067484662576687,67,67,0.014925373134328358,0
eco_i,1072,326,326,0.003067484662576687,67,67,0.014925373134328358,0
eco_i,1088,327,327,0.0030581039755351682,68,68,0.014705882352941176,0
eco_i,1088,327,327,0.0030581039755351682,68,68,0.014705882352941176,0
eco_i,1104,328,328,0.003048780487804878,69,69,0.014492753623188406,0
eco_i,1104,328,328,0.003048780487804878,69,69,0.014492753623188406,0
eco_i,1120,329,329,0.00303951367781155,70,70,0.014285714285714285,0
eco_i,1120,329,329,0.00303951367781155,70,70,0.014285714285714285,0
eco_i,1136,330,330,0.0030303030303030303,71,71,0.014084507042253521,0
eco_i,1136,330,330,0.0030303030303030303,71,71,0.014084507042253521,0
eco_i,592,331,331,0.0030211480362537764,37,37,0.02702702702702703,0
eco_i,592,331,331,0.0030211480362537764,37,37,0.02702702702702703,0
eco_i,608,332,332,0.0030120481927710845,38,38,0.02631578947368421,0
eco_i,608,332,332,0.0030120481927710845,38,38,0.02631578947368421,0
eco_i,624,333,333,0.003003003003003003,39,39,0.02564102564102564,0
eco_i,624,333,333,0.003003003003003003,39,39,0.02564102564102564,0
eco_i,1152,334,334,0.0029940119760479044,72,72,0.013888888888888888,0
eco_i,1152,334,334,0.0029940119760479044,72,72,0.013888888888888888,0
eco_i,1168,335,335,0.0029850746268656717,73,73,0.0136986301369863,0
eco_i,1168,335,335,0.0029850746268656717,73,73,0.0136986301369863,0
eco_i,1184,336,336,0.002976190476190476,74,74,0.013513513513513514,0
eco_i,1184,336,336,0.002976190476190476,74,74,0.013513513513513514,0
eco_i,1200,337,337,0.002967359050445104,75,75,0.013333333333333334,0
eco_i,1200,337,337,0.002967359050445104,75,75,0.013333333333333334,0
eco_i,1216,338,338,0.0029585798816568047,76,76,0.013157894736842105,0
eco_i,1216,338,338,0.0029585798816568047,76,76,0.013157894736842105,0
eco_i,1232,339,339,0.0029498525073746312,77,77,0.012987012987012988,0
eco_i,1232,339,339,0.0029498525073746312,77,77,0.012987012987012988,0
eco_i,1248,340,340,0.0029411764705882353,78,78,0.01282051282051282,0
eco_i,1248,340,340,0.0029411764705882353,78,78,0.01282051282051282,0
eco_i,1264,341,341,0.002932551319648094,79,79,0.012658227848101266,0
eco_i,1264,341,341,0.002932551319648094,79,79,0.012658227848101266,0
